file_number,object_def_description,licence_number,application_status,latitude,longitude,premises_name,street_address,city,province,postal_code,address,public_notice_deadline,is_latest_version,licence_status,application_type,licence_type_en,application_status_fr,areas,address_id
1904861,NA,CRSA1282719,Authorized to Open,43.404982144613,-80.3269564209711,Sativa Bliss Cannabis Boutique,611 HESPELER RD UNIT 2,CAMBRIDGE,ON,N1R6J3,"611 HESPELER RD UNIT 2, CAMBRIDGE, ON, N1R6J3",1/1/1900 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,64509358
1905482,NA,CRSA1172587,Authorized to Open,44.370536123781,-79.6685853684861,The Den Cannabis Store,190 MINETS POINT UNIT 4,BARRIE,ON,L4N 8J8,"190 MINETS POINT UNIT 4, BARRIE, ON, L4N 8J8",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,64510945
1905496,NA,CRSA1172595,Authorized to Open,45.4026765220728,-75.6881517440708,The Good Cannabis Company,809 BANK ST,OTTAWA,ON,K1S3V7,"809 BANK ST, OTTAWA, ON, K1S3V7",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,5519528
1905664,NA,CRSA1172661,Authorized to Open,43.6721899469495,-79.3773209718501,DAY 'N' NITE CANNABIS,407B BLOOR ST E,TORONTO,ON,M4W1H7,"407B BLOOR ST E, TORONTO, ON, M4W1H7",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,44826834
1906990,NA,CRSA1172625,Authorized to Open,43.3917325997176,-79.7874069072359,Canada Buds,1860 APPLEBY LINE UNIT 11B,BURLINGTON,ON,L7L7H7,"1860 APPLEBY LINE UNIT 11B, BURLINGTON, ON , L7L7H7",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,67221154
1907171,NA,CRSA1283006,Authorized to Open,43.8960250857733,-78.8741575641903,One Stop Cannabis,30 PARK RD N UNIT 2,OSHAWA,ON,L1J4K7,"30 PARK RD N UNIT 2, OSHAWA, ON, L1J4K7",11/23/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,114381090
1907591,NA,CRSA1173543,Authorized to Open,44.3575417363379,-79.6983405060013,ONE PLANT ESSA ROAD,231 ESSA RD,BARRIE,ON,L4N6B7,"231 ESSA RD, BARRIE, ON, L4N6B7",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,43890877
1907596,NA,CRSA1173996,Authorized to Open,43.6428392051185,-79.4257241014484,Tokyo Smoke 1180 Queen Street W,1180 QUEEN ST W,TORONTO,ON,M6J1J4,"1180 QUEEN ST W , TORONTO, ON, M6J1J4",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,45751278
1908084,NA,CRSA1283124,Authorized to Open,42.983090681573,-82.3550512082848,Bogarts Cannabis Shop,1362 LAMBTON MALL RD UNIT 20,SARNIA,ON,N7S5A1,"1362 LAMBTON MALL RD UNIT 20, SARNIA, ON, N7S5A1",1/1/1900 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,64550302
1908139,NA,CRSA1174310,Authorized to Open,43.4644965154077,-80.5221534890071,CANNA CABANA,32 KING ST S,WATERLOO,ON,N2J1N8,"32 KING ST S, WATERLOO, ON, N2J1N8",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,44061491
1908393,NA,CRSA1291899,Authorized to Open,43.6709261723699,-79.3881290686998,Cumberland Cannabis,20 CUMBERLAND ST,TORONTO,ON,M4W1J5,"20 CUMBERLAND ST, TORONTO, ON, M4W1J5",2/4/2023 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,56472
1908684,NA,CRSA1172449,Authorized to Open,43.3318303225228,-79.8966629229616,SPIRITLEAF 64 HAMILTON STREET NORTH,64 HAMILTON ST N UNIT 2A,WATERDOWN,ON,L8B0E6,"64 HAMILTON ST N UNIT 2A, WATERDOWN, ON, L8B0E6",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,64497013
1910150,NA,CRSA1285283,Authorized to Open,43.6546256544521,-79.4006952001268,The Kensary,80 KENSINGTON AVE,TORONTO,ON,M5T2K1,"80 KENSINGTON AVE, TORONTO, ON, M5T2K1",2/25/2023 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,44503459
1910863,NA,CRSA1175406,Authorized to Open,43.2578470119452,-79.855104222171,DA CANNA,281 CANNON ST E,HAMILTON,ON,L8L2B4,"281 CANNON ST E, HAMILTON, ON, L8L2B4",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,106437
1910969,NA,CRSA1179204,Authorized to Open,43.0886685411167,-79.1420172855907,TOKE CANNABIS,8568 LUNDY'S LANE,NIAGARA FALLS,ON,L2H1H4,"8568 LUNDY'S LANE, NIAGARA FALLS, ON, L2H1H4",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,66569404
1911318,NA,CRSA1231498,Authorized to Open,43.3815037373348,-81.0046048813661,Canna Cabana,618 HURON ST,STRATFORD,ON,N5A6S6,"618 HURON ST, STRATFORD, ON, N5A6S6",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,64489961
1911529,NA,CRSA1178929,Authorized to Open,43.666532402995,-79.3852610069536,GREEN MERCHANT A CANNABIS BOUTIQUE,640 YONGE ST,TORONTO,ON,M4Y1Z8,"640 YONGE ST, TORONTO, ON, M4Y1Z8",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,66291419
1912364,NA,CRSA1287458,Authorized to Open,43.6366050148553,-80.028283018632,True North Cannabis Co,352 QUEEN ST E SUITE 4,ACTON,ON,L7J1R2,"352 QUEEN ST E SUITE 4, ACTON, ON, L7J1R2",12/8/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,114783238
1912722,NA,CRSA1231587,Authorized to Open,43.1472061779008,-80.7364009613933,Canna Cabana,385 SPRINGBANK AVE UNIT 143,WOODSTOCK,ON,N4T 1R3,"385 SPRINGBANK AVE UNIT 143, WOODSTOCK, ON, N4T 1R3",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,79243237
1913940,NA,CRSA1285311,Authorized to Open,42.9683639868015,-81.2819311680654,Cannabis Link,390 SPRINGBANK DR UNIT 10B,LONDON,ON,N6J1G9,"390 SPRINGBANK DR UNIT 10B, LONDON, ON, N6J1G9",12/13/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,114745219
1914254,NA,CRSA1214541,Authorized to Open,43.5248200146131,-80.2415700164817,MC CANNABIS,138 COLLEGE AVE W UNIT A,GUELPH,ON,N1G1S4,"138 COLLEGE AVE W UNIT A, GUELPH, ON, N1G1S4",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,87403136
1914590,NA,CRSA1172585,Authorized to Open,43.8959936780541,-78.872577687172,Sessions Cannabis Oshawa,1 WARREN AVE UNIT 104,OSHAWA,ON,L1J4E9,"1 WARREN AVE UNIT 104, OSHAWA, ON, L1J4E9",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,64510759
1915086,NA,CRSA1200994,Authorized to Open,46.4399899898283,-81.0044699725716,FIKA LOCAL CANNABIS,2408 LONG LAKE RD UNIT E006,SUDBURY,ON,P3E5H5,"2408 LONG LAKE RD UNIT E006, SUDBURY, ON, P3E5H5",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,77308382
1915526,NA,CRSA1185357,Authorized to Open,43.6553899914284,-79.4193300415852,FOREVER BUDS,722 COLLEGE ST UNIT 1,TORONTO,ON,M6G 1C2,"722 COLLEGE ST UNIT 1, TORONTO, ON, M6G 1C2",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,76626515
1915755,NA,CRSA1172667,Authorized to Open,43.7074448803505,-79.3757536995347,Yerba Buena Cannabis,1669 BAYVIEW AVE,EAST YORK,ON,M4G3C1,"1669 BAYVIEW AVE, EAST YORK, ON, M4G3C1",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,43910471
1916813,NA,CRSA1172574,Authorized to Open,44.3468220138785,-79.6638873319866,Star Buds Cannabis Co.,500 HURONIA RD UNIT 208,BARRIE,ON,L4N8X3,"500 HURONIA RD UNIT 208, BARRIE, ON, L4N8X3",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,64509626
1919089,NA,CRSA1291387,Authorized to Open,42.8551544821147,-80.4982201198573,CANNABIS XPRESS,158 MAIN STREET OF DELHI,DELHI,ON,N4B2L9,"158 MAIN STREET OF DELHI, DELHI, ON, N4B2L9",2/2/2023 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,116114941
1919447,NA,CRSA1172550,Authorized to Open,43.3710110909837,-80.954557671138,Little Leaf,804 ONTARIO ST UNIT 3-5,STRATFORD,ON,N5A3K1,"804 ONTARIO ST UNIT 3-5, STRATFORD, ON, N5A3K1",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,65449206
1919463,NA,CRSA1285092,Authorized to Open,42.7788266303054,-81.1754613044742,TOKYO SMOKE ST. THOMAS,1055 TALBOT ST UNIT 7,ST THOMAS,ON,N5P1G4,"1055 TALBOT ST UNIT 7, ST THOMAS, ON, N5P1G4",1/1/1900 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,78022496
1919570,NA,CRSA1200995,Authorized to Open,42.2681677325956,-83.0107620550694,FIKA LOCAL CANNABIS,3222A DOUGALL AVE,WINDSOR,ON,N9E1S6,"3222A DOUGALL AVE, WINDSOR, ON, N9E1S6",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,77308405
1919574,NA,CRSA1205396,Authorized to Open,43.9427300141858,-78.8500999933342,FIKA LOCAL CANNABIS,1445 HARMONY RD N UNIT 100,OSHAWA,ON,L1H 7K5,"1445 HARMONY RD N UNIT 100, OSHAWA , ON, L1H 7K5",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,84144911
1919576,NA,CRSA1205397,Authorized to Open,43.7986699928523,-79.2021199777732,FIKA LOCAL CANNABIS,797 MILNER AVE UNIT 200,SCARBOROUGH,ON,M1B3C3,"797 MILNER AVE UNIT 200, SCARBOROUGH, ON, M1B3C3",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,80195173
1919582,NA,CRSA1205699,Authorized to Open,43.002369996627,-81.1742900131151,FIKA LOCAL CANNABIS,340 CLARKE RD UNIT 3,LONDON,ON,N5W5G1,"340 CLARKE RD UNIT 3, LONDON, ON, N5W5G1",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,80367519
1919589,NA,CRSA1205701,Authorized to Open,44.0137399891455,-79.4147800092654,FIKA LOCAL CANNABIS,91 FIRST COMMERCE DR UNIT 13,AURORA,ON,L4G0G2,"91 FIRST COMMERCE DR UNIT 13, AURORA, ON, L4G0G2",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,80367565
1919596,NA,CRSA1206947,Authorized to Open,43.6179300088519,-79.5566899886153,FIKA LOCAL CANNABIS,171 NORTH QUEEN ST UNIT G4A,ETOBICOKE,ON,M9C1A7,"171 NORTH QUEEN ST UNIT G4A, ETOBICOKE, ON, M9C1A7",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,80970794
1919599,NA,CRSA1213845,Authorized to Open,43.6583500186253,-79.3288899768744,FIKA LOCAL CANNABIS,1025 LAKE SHORE BLVD E UNIT 11,TORONTO,ON,M4M 1B4,"1025 LAKE SHORE BLVD E UNIT 11, TORONTO, ON, M4M 1B4",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,86432216
1919626,NA,CRSA1205700,Authorized to Open,43.7274800165219,-79.2938699663123,FIKA LOCAL CANNABIS,1900 EGLINTON AVE E UNIT F0002,SCARBOROUGH,ON,M1L2L9,"1900 EGLINTON AVE E UNIT F0002, SCARBOROUGH, ON, M1L2L9",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,80367542
1919629,NA,CRSA1201224,Authorized to Open,43.5437300072721,-79.8681299946588,FIKA LOCAL CANNABIS,1290 STEELES AVENUE EAST UNIT C3.3,MILTON,ON,L9T 6R1,"1290 STEELES AVENUE EAST UNIT C3.3, MILTON , ON , L9T 6R1",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,78196750
1919634,NA,CRSA1200999,Authorized to Open,42.7788150623226,-81.172049248354,Fika Local Cannabis,1063 TALBOT ST UNIT L0002B,ST THOMAS,ON,N5P1G4,"1063 TALBOT ST UNIT L0002B, ST THOMAS, ON, N5P1G4",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,77313595
1920529,NA,CRSA1172733,Authorized to Open,43.216772216227,-79.7527382694905,NEKU CANNABIS,89 KING ST E,STONEY CREEK,ON,L8G1K5,"89 KING ST E, STONEY CREEK, ON, L8G1K5",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,68380
1920532,NA,CRSA1172750,Authorized to Open,43.2578519053609,-79.8779257424547,NEKU CANNABIS,38 HESS ST S,HAMILTON,ON,L8P3N1,"38 HESS ST S, HAMILTON, ON, L8P3N1",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,133783
1920617,NA,CRSA1172379,Authorized to Open,45.3677451897977,-75.7026070184088,SPIRITLEAF 888 MEADOWLANDS DRIVE EAST,888 MEADOWLANDS DR E UNIT 7,OTTAWA,ON,K2C3R2,"888 MEADOWLANDS DR E UNIT 7, OTTAWA, ON, K2C3R2",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,68287959
1920637,NA,CRSA1178796,Authorized to Open,43.7038156311386,-79.397778655029,Fogtown Flower,2152 YONGE ST,TORONTO,ON,M4S2A8,"2152 YONGE ST, TORONTO, ON, M4S2A8",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,66211522
1920692,NA,CRSA1285315,Authorized to Open,42.2550325106154,-82.9634137837977,Discounted Cannabis,4450 WALKER RD,WINDSOR,ON,N8W3T5,"4450 WALKER RD, WINDSOR, ON, N8W3T5",11/30/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,114006988
1920784,NA,CRSA1172464,Authorized to Open,43.1560205515573,-79.2620276251204,Garden City Cannabis Co,111 FOURTH AVE UNIT 9,ST CATHARINES,ON,L2S3P5,"111 FOURTH AVE UNIT 9, ST CATHARINES, ON, L2S3P5",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,64498598
1920929,NA,CRSA1185319,Authorized to Open,42.276008536211,-82.9775166889028,The Higher Cannabis Company,3407 WALKER RD,WINDSOR,ON,N8W3S2,"3407 WALKER RD, WINDSOR, ON, N8W3S2",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,67224553
1922735,NA,CRSA1178292,Authorized to Open,45.3098555187546,-75.9221499446304,BLUEBIRD CANNABIS CO.,499 TERRY FOX DR UNIT 60,KANATA,ON,K2T1H7,"499 TERRY FOX DR UNIT 60, KANATA, ON, K2T1H7",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,53207251
1922758,NA,CRSA1172499,Authorized to Open,43.3157024371572,-79.9136212968721,GRASS STATION,53 DUNDAS ST E SUITE 2,WATERDOWN,ON,L8B0X1,"53 DUNDAS ST E SUITE 2, WATERDOWN, ON, L8B0X1",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,67000218
1922909,NA,CRSA1188694,Authorized to Open,43.680547423827,-79.2873661167118,SESSIONS ON THE BEACHES,964 KINGSTON RD,TORONTO,ON,M4E1S7,"964 KINGSTON RD, TORONTO, ON, M4E1S7",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,24279156
1922988,NA,CRSA1172518,Authorized to Open,43.6763862642343,-79.449427670771,Insalata,1331 ST CLAIR AVE W,TORONTO,ON,M6E1C2,"1331 ST CLAIR AVE W, TORONTO, ON, M6E1C2",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,264101
1924248,NA,CRSA1172527,Authorized to Open,43.1860494235386,-79.2517339584515,Cannabis Supply Co.,314 LAKE ST UNIT 4,ST CATHARINES,ON,L2N4H4,"314 LAKE ST UNIT 4, ST CATHARINES, ON, L2N4H4",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,64504439
1924278,NA,CRSA1172524,Authorized to Open,43.4327015437702,-80.4396219167875,Cannabis Supply Co.,1400 WEBER ST E,KITCHENER,ON,N2A3Z8,"1400 WEBER ST E, KITCHENER, ON, N2A3Z8",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,48644
1926826,NA,CRSA1286278,Authorized to Open,44.6590648612852,-78.7976404811175,Spark Cannabis,6666 ON-35,COBOCONK,ON,K0M1K0,"6666 ON-35, COBOCONK, ON, K0M1K0",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,68248669
1927778,NA,CRSA1288637,Authorized to Open,43.1433217987154,-79.239694038052,UpHi Cannabis Emporium,198 GLENRIDGE AVE UNIT 6,ST CATHARINES,ON,L2T3J8,"198 GLENRIDGE AVE UNIT 6, ST CATHARINES, ON, L2T3J8",1/5/2023 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,115580969
1927972,NA,CRSA1173246,Authorized to Open,45.4176238598018,-75.6078176039586,RIDGEBURN,1638 CYRVILLE RD SUITE 6A,GLOUCESTER,ON,K1B3L8,"1638 CYRVILLE RD SUITE 6A, GLOUCESTER, ON, K1B3L8",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,52408920
1928111,NA,CRSA1286511,Authorized to Open,43.6191600112334,-79.5583800317526,Canna Cabana,170 NORTH QUEEN ST UNIT C1,TORONTO,ON,M9C1A7,"170 NORTH QUEEN ST UNIT C1, TORONTO, ON, M9C1A7",1/1/1900 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,79131759
1928911,NA,CRSA1172575,Authorized to Open,42.3131648342665,-82.9372855295459,Urbnbud,7405 TECUMSEH ROAD EAST UNIT 200,WINDSOR,ON,N8T 1G2,"7405 TECUMSEH ROAD EAST UNIT 200, WINDSOR, ON, N8T 1G2",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,68435252
1929474,NA,CRSA1178805,Authorized to Open,45.3279799946249,-79.2139800354904,PUFFIN’S CANNABIS,96 MAIN ST E UNIT E,HUNTSVILLE,ON,P1H1H4,"96 MAIN ST E UNIT E, HUNTSVILLE, ON, P1H1H4",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,76549995
1930225,NA,CRSA1172719,Authorized to Open,46.5084883116803,-84.2984230285912,Due North Cannabis,150 CHURCHILL BLVD UNIT C001,SAULT STE. MARIE,ON,P6A3Z9,"150 CHURCHILL BLVD UNIT C001, SAULT STE. MARIE, ON, P6A3Z9",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,67538085
1931905,NA,CRSA1172424,Authorized to Open,43.4374251912974,-80.5115572994978,HIGHLAND CANNABIS,370 HIGHLAND RD W UNIT 15B,KITCHENER,ON,N2M5J9,"370 HIGHLAND RD W UNIT 15B, KITCHENER, ON, N2M5J9",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,64494758
1932024,NA,CRSA1172804,Authorized to Open,43.0049792338808,-81.3033904038983,CANNABIS LINK,1225 WONDERLAND RD N UNIT 40A,LONDON,ON,N6G2V9,"1225 WONDERLAND RD N UNIT 40A, LONDON, ON, N6G2V9",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,68089185
1932053,NA,CRSA1172802,Authorized to Open,42.9880490888194,-81.3266322824925,Cannabis Link,1175 HYDE PARK RD UNIT 2B,LONDON,ON,N6H5K6,"1175 HYDE PARK RD UNIT 2B, LONDON, ON, N6H5K6",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,67964392
1932290,NA,CRSA1179954,Authorized to Open,43.6228861938954,-79.782158293784,HIBUZZ,40 RIVERMONT RD UNIT D2,BRAMPTON,ON,L6Y6G7,"40 RIVERMONT RD UNIT D2, BRAMPTON, ON, L6Y6G7",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,64515349
1932426,NA,CRSA1172858,Authorized to Open,43.4490135503411,-80.4898537191117,Sativa Bliss Cannabis Boutique,57 QUEEN ST SOUTH,KITCHENER,ON,N2G1V8,"57 QUEEN ST SOUTH, KITCHENER, ON, N2G1V8",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,66612716
1933177,NA,CRSA1228680,Authorized to Open,43.2102825884067,-79.8675849506317,Greenhouse,1216 UPPER WENTWORTH ST,HAMILTON,ON,L9A4W2,"1216 UPPER WENTWORTH ST, HAMILTON, ON, L9A4W2",1/1/1900 12:00:00 AM,Y,Active,Change Application - Removal of Condition(s) on Consent,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,24120634
1933238,NA,CRSA1186121,Authorized to Open,49.7634845034625,-94.4780133877316,LAKE OF THE WOODS CANNABIS,809 RIVER DR,KENORA,ON,P9N1K1,"809 RIVER DR, KENORA, ON, P9N1K1",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,119097
1933354,NA,CRSA1172943,Authorized to Open,43.0737779007501,-79.9512639821601,Lolly,14 CAITHNESS ST E,CALEDONIA,ON,N3W1L4,"14 CAITHNESS ST E, CALEDONIA, ON, N3W1L4",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,44527081
1933362,NA,CRSA1172674,Authorized to Open,43.6459327981997,-79.3926726032374,Rosebud Cannabis,365 KING ST W BASEMENT,TORONTO,ON,M5V 1K1,"365 KING ST W BASEMENT, TORONTO, ON, M5V 1K1",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,67446565
1933561,NA,CRSA1287222,Authorized to Open,43.2857608018842,-80.4502798246454,Speakeasy Cannabis Ayr,62 STANLEY ST,AYR,ON,N0B1E0,"62 STANLEY ST, AYR, ON, N0B1E0",12/14/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,114703594
1934097,NA,CRSA1172701,Authorized to Open,46.3327658695539,-79.4661582385883,Fire & Flower Cannabis Co.,2021 ALGONQUIN AVE SUITE 102,NORTH BAY,ON,P1B4Z3,"2021 ALGONQUIN AVE SUITE 102, NORTH BAY, ON, P1B4Z3",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,64523344
1934104,NA,CRSA1179362,Authorized to Open,44.0011841363031,-79.4607761410063,ALPHA CANNABIS,118 WELLINGTON ST E,AURORA,ON,L4G1J1,"118 WELLINGTON ST E, AURORA, ON, L4G1J1",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,44110441
1935342,NA,CRSA1172678,Authorized to Open,45.3447455159273,-75.6664476202899,CANNA NORTH CANNABIS STORE,800 HUNT CLUB RD UNIT 3,OTTAWA,ON,K1V1C3,"800 HUNT CLUB RD UNIT 3, OTTAWA, ON, K1V1C3",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,64520999
1935902,NA,CRSA1172896,Authorized to Open,45.4163744798891,-75.6971761297249,Cannabis Emporium,243-245 BANK ST,OTTAWA,ON,K2P1X2,"243-245 BANK ST, OTTAWA, ON, K2P1X2",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,67193746
1936428,NA,CRSA1172673,Authorized to Open,44.495949998728904,-81.3709700300223,Cannabis Grey Bruce,17 ALBERT ST N,SOUTHAMPTON,ON,N0H2L0,"17 ALBERT ST N, SOUTHAMPTON, ON, N0H2L0",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,77193540
1938270,NA,CRSA1172536,Authorized to Open,43.7252182811473,-79.290741747475,Tokyo Smoke Eglinton Town Centre,8 LEBOVIC AVE UNIT B5,SCARBOROUGH,ON,M1L 4V9,"8 LEBOVIC AVE UNIT B5, SCARBOROUGH , ON, M1L 4V9",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,67930628
